,Gene Feature Name,Gene Common Name,MSN2 Number of Hits,MSN2 Total Sum of Scores,ROX1 Number of Hits,ROX1 Total Sum of Scores,Gene Description
S000003369,YGR137W,,3,23.826175212860107,1,9.3923177719116211,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000003368,YGR136W,LSB1,4,33.103708744049072,1,9.3923177719116211,"Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p, a homolog of human Wiskott-Aldrich Syndrome protein (WASP), via an N-terminal SH3 domain, and along with PIN3 cooperatively inhibits the nucleation of actin filaments; overexpression blocks receptor-mediated endocytosis; protein increases in abundance and forms nuclear foci in response to DNA replication stress; LSB1 has a paralog, PIN3, that arose from the whole genome duplication"
S000003366,YGR134W,CAF130,4,33.103708744049072,2,26.498880386352539,"Subunit of the CCR4-NOT transcriptional regulatory complex; CCR4-NOT complex is evolutionarily-conserved and involved in controlling mRNA initiation, elongation, and degradation"
S000003364,YGR132C,PHB1,4,33.103708744049072,1,10.977279663085938,Subunit of the prohibitin complex (Phb1p-Phb2p); prohibitin is a 1.2 MDa ring-shaped inner mitochondrial membrane chaperone that stabilizes newly synthesized proteins; determinant of replicative life span; involved in mitochondrial segregation; prohibitin deficiency induces a mitochondrial unfolded protein response (mtUPR)
S000003363,YGR131W,FHN1,5,40.188596725463867,1,12.936637878417969,"Protein of unknown function; induced by ketoconazole; promoter region contains sterol regulatory element motif, which has been identified as a Upc2p-binding site; overexpression complements function of Nce102p in NCE102 deletion strain; FHN1 has a paralog, NCE102, that arose from the whole genome duplication"
S000003362,YGR130C,,4,30.911063194274902,1,12.936637878417969,Component of the eisosome with unknown function; GFP-fusion protein localizes to the cytoplasm; specifically phosphorylated in vitro by mammalian diphosphoinositol pentakisphosphate (IP7)
S000006049,YPL128C,TBF1,2,18.55506706237793,1,8.8073549270629883,"Telobox-containing general regulatory factor; binds TTAGGG repeats within subtelomeric anti-silencing regions (STARs), blocking silent chromatin propagation; binds majority of snoRNA gene promoters, required for full snoRNA expression; caps DSB flanked by long T2AG3 repeats and blocks checkpoint activation"
S000006517,TA(AGC)L,,2,15.455531597137451,4,47.698554039001465,"Alanine tRNA (tRNA-Ala), predicted by tRNAscan-SE analysis; one of 11 nuclear tRNA genes containing the tDNA-anticodon AGC (converted to IGC in the mature tRNA), decodes GCU and GCC codons into alanine, one of 16 nuclear tRNAs for alanine"
S000006040,YPL119C,DBP1,3,23.826175212860107,1,9.3923177719116211,"Putative ATP-dependent RNA helicase of the DEAD-box protein family; mutants show reduced stability of the 40S ribosomal subunit scanning through 5' untranslated regions of mRNAs; protein abundance increases in response to DNA replication stress; DBP1 has a paralog, DED1, that arose from the whole genome duplication"
S000003563,YJL026W,RNR2,4,34.010598659515381,1,16.106563568115234,"Ribonucleotide-diphosphate reductase (RNR), small subunit; the RNR complex catalyzes the rate-limiting step in dNTP synthesis and is regulated by DNA replication and DNA damage checkpoint pathways via localization of the small subunits; RNR2 has a paralog, RNR4, that arose from the whole genome duplication"
S000006042,YPL121C,MEI5,2,18.55506706237793,1,12.714245796203613,Meiosis-specific protein involved in meiotic recombination; involved in DMC1-dependent meiotic recombination; forms heterodimer with Sae3p; proposed to be an assembly factor for Dmc1p
S000003564,YJL027C,,2,18.55506706237793,2,23.913918495178223,Putative protein of unknown function
S000003567,YJL030W,MAD2,3,24.733065128326416,1,13.199672698974609,Component of the spindle-assembly checkpoint complex; delays onset of anaphase in cells with defects in mitotic spindle assembly; forms a complex with Mad1p; regulates APC/C activity during prometaphase and metaphase of meiosis I; gene dosage imbalance between MAD1 and MAD2 leads to chromosome instability
S000005539,YOR013W,IRC11,1,6.1779980659484863,1,12.714245796203613,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized gene YOR012C; null mutant displays increased levels of spontaneous Rad52 foci"
S000007248,YMR046W-A,,5,40.56746244430542,1,12.199672698974609,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"
S000000913,YER111C,SWI4,1,6.1779980659484863,1,12.199672698974609,"DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites, K1016 and K1066, regulates interaction with Swi6p"
S000000917,YER115C,SPR6,3,24.733065128326416,1,10.614709854125977,"Protein of unknown function; expressed during sporulation; not required for sporulation, but gene exhibits genetic interactions with other genes required for sporulation"
S000007240,YGR122C-A,,1,8.3706436157226562,1,12.936637878417969,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; similar to YLR334C and YOL106W"
S000007245,YLL018C-A,COX19,1,6.1779980659484863,1,13.036173820495605,Protein required for cytochrome c oxidase assembly; located in the cytosol and mitochondrial intermembrane space; putative copper metallochaperone that delivers copper to cytochrome c oxidase; contains twin cysteine-x9-cysteine motifs
S000000469,YBR265W,TSC10,1,9.2775335311889648,2,28.721273422241211,3-ketosphinganine reductase; catalyzes the second step in phytosphingosine synthesis; essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine; localized to lipid droplets; member of short chain dehydrogenase/reductase protein family
S000000468,YBR264C,YPT10,5,43.666997909545898,1,13.199672698974609,Rab family GTP-binding protein; contains the PEST signal sequence specific for proteolytic enzymes; may be involved in vesicular transport; overexpression leads to accumulation of Golgi-like cisternae with budding vesicles
S000006603,TI(AAU)E2,,2,17.648177146911621,1,12.199672698974609,"Isoleucine tRNA (tRNA-Ile), predicted by tRNAscan-SE analysis"
S000006606,TI(AAU)I2,,1,9.2775335311889648,1,12.936637878417969,"Isoleucine tRNA (tRNA-Ile), predicted by tRNAscan-SE analysis"
S000006605,TI(AAU)I1,,2,17.648177146911621,1,14.199672698974609,"Isoleucine tRNA (tRNA-Ile), predicted by tRNAscan-SE analysis"
S000000868,YER066W,RRT13,2,18.55506706237793,1,9.3923177719116211,Putative protein of unknown function; non-essential gene identified in a screen for mutants with decreased levels of rDNA transcription
S000000606,YCR013C,,1,9.2775335311889648,1,15.784634590148926,"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; transcription of both YCR013C and the overlapping essential gene PGK1 is reduced in a gcr1 null mutant"
S000002993,YGL025C,PGD1,4,29.097283363342285,1,14.036173820495605,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor
S000007488,YBL059C-A,CMC2,1,9.2775335311889648,1,13.199672698974609,Protein involved in respiratory chain complex assembly or maintenance; protein of the mitochondrial intermembrane space; contains twin Cx9C motifs that can form coiled coil-helix-coiled-coil helix fold
S000000597,YCR004C,YCP4,4,34.010598659515381,1,12.714245796203613,"Protein of unknown function; has sequence and structural similarity to flavodoxins; predicted to be palmitoylated; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
S000002536,YDR129C,SAC6,3,20.726639747619629,1,14.036173820495605,"Fimbrin, actin-bundling protein; cooperates with Scp1p in organization and maintenance of the actin cytoskeleton; phosphorylated by Cdc28p/Clb2p in metaphase on T103, to regulate conformation, and modulate actin filament binding affinity and actin cable dynamics; relocalizes from the plasma membrane to the cytoplasm upon DNA replication stress; human homologs PLS3 and LCP1 implicated in spinocerebellar ataxia type 2 (SCA2) can each complement yeast null mutant"
S000000598,YCR005C,CIT2,2,18.55506706237793,1,10.392317771911621,"Citrate synthase, peroxisomal isozyme involved in glyoxylate cycle; catalyzes condensation of acetyl coenzyme A and oxaloacetate to form citrate; expression is controlled by Rtg1p and Rtg2p transcription factors; SCF-Ucc1 regulates level of Cit2p to maintain citrate homeostasis; oxaloacetate-dependent positive feedback loop inhibits Cit2p ubiquitination; CIT2 has a paralog, CIT1, that arose from the whole genome duplication"
S000003689,YJL153C,INO1,5,38.37481689453125,1,11.392317771911621,"Inositol-3-phosphate synthase; involved in synthesis of inositol phosphates and inositol-containing phospholipids; transcription is coregulated with other phospholipid biosynthetic genes by Ino2p and Ino4p, which bind the UASINO DNA element"
S000005322,YNR039C,ZRG17,2,15.455531597137451,1,16.843528747558594,Endoplasmic reticulum zinc transporter; part of a heterodimeric transporter with Msc2p that transfers zinc from the cytosol to the ER lumen; member of the cation diffusion facilitator family of efflux pumps; zinc-regulated directly through Zap1p; transcription induced under conditions of zinc deficiency
S000003685,YJL149W,DAS1,5,41.474352359771729,2,21.784635543823242,Putative SCF ubiquitin ligase F-box protein; interacts physically with both Cdc53p and Skp1 and genetically with CDC34; similar to putative F-box protein YDR131C
S000000731,YEL005C,VAB2,1,6.1779980659484863,1,8.8073549270629883,"Subunit of the BLOC-1 complex involved in endosomal maturation; interacts with Vps21p-GFP; has potential role in vacuolar function, as suggested by its ability to bind Vac8p; likely member of; Vab2p-GFP-fusion localizes to cytoplasm in punctate pattern"
S000000730,YEL004W,YEA4,3,23.826175212860107,2,20.784634590148926,Uridine diphosphate-N-acetylglucosamine (UDP-GlcNAc) transporter; required for cell wall chitin synthesis; localized to the ER
S000000044,YAL046C,AIM1,2,18.55506706237793,1,14.036173820495605,Protein involved in mitochondrial function or organization; null mutant displays elevated frequency of mitochondrial genome loss
S000000734,YEL008W,,4,35.296354293823242,1,10.714245796203613,Hypothetical protein predicted to be involved in metabolism
S000000737,YEL011W,GLC3,6,48.559240341186523,1,11.12928295135498,"Glycogen branching enzyme, involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; relocalizes from nucleus to cytoplasmic foci upon DNA replication stress; glycogen accumulation defect of the null mutant is functionally complemented by human GBE1, which is associated with glycogen storage disease"
S000000289,YBR085W,AAC3,3,23.826175212860107,1,12.614709854125977,"Mitochondrial inner membrane ADP/ATP translocator; exchanges cytosolic ADP for mitochondrially synthesized ATP; expressed under anaerobic conditions; similar to Aac1p; has roles in maintenance of viability and in respiration; AAC3 has a paralog, PET9, that arose from the whole genome duplication"
